task,seed,profile,episode,reward,cooperation_rate,delayed_choice_rate
ipd,0,neurotypical,0,60.0,0.04,
ipd,0,neurotypical,1,75.0,0.14,
ipd,0,neurotypical,2,68.0,0.12,
ipd,0,neurotypical,3,65.0,0.1,
ipd,0,neurotypical,4,61.0,0.08,
ipd,0,neurotypical,5,57.0,0.02,
ipd,0,neurotypical,6,59.0,0.04,
ipd,0,neurotypical,7,63.0,0.06,
ipd,0,neurotypical,8,65.0,0.08,
ipd,0,neurotypical,9,57.0,0.02,
ipd,0,neurotypical,10,66.0,0.08,
ipd,0,neurotypical,11,68.0,0.1,
ipd,0,neurotypical,12,54.0,0.0,
ipd,0,neurotypical,13,63.0,0.06,
ipd,0,neurotypical,14,63.0,0.06,
ipd,0,neurotypical,15,59.0,0.06,
ipd,0,neurotypical,16,66.0,0.08,
ipd,0,neurotypical,17,62.0,0.08,
ipd,0,neurotypical,18,59.0,0.06,
ipd,0,neurotypical,19,66.0,0.08,
ipd,0,neurotypical,20,57.0,0.02,
ipd,0,neurotypical,21,83.0,0.22,
ipd,0,neurotypical,22,101.0,0.34,
ipd,0,neurotypical,23,104.0,0.34,
ipd,0,neurotypical,24,102.0,0.36,
ipd,0,neurotypical,25,102.0,0.32,
ipd,0,neurotypical,26,107.0,0.38,
ipd,0,neurotypical,27,102.0,0.32,
ipd,0,neurotypical,28,102.0,0.32,
ipd,0,neurotypical,29,102.0,0.32,
ipd,0,neurotypical,30,104.0,0.34,
ipd,0,neurotypical,31,101.0,0.32,
ipd,0,neurotypical,32,103.0,0.36,
ipd,0,neurotypical,33,104.0,0.34,
ipd,0,neurotypical,34,105.0,0.34,
ipd,0,neurotypical,35,101.0,0.34,
ipd,0,neurotypical,36,102.0,0.32,
ipd,0,neurotypical,37,102.0,0.32,
ipd,0,neurotypical,38,102.0,0.32,
ipd,0,neurotypical,39,104.0,0.34,
ipd,0,neurotypical,40,104.0,0.34,
ipd,0,neurotypical,41,104.0,0.34,
ipd,0,neurotypical,42,103.0,0.34,
ipd,0,neurotypical,43,102.0,0.32,
ipd,0,neurotypical,44,100.0,0.34,
ipd,0,neurotypical,45,104.0,0.34,
ipd,0,neurotypical,46,102.0,0.32,
ipd,0,neurotypical,47,99.0,0.3,
ipd,0,neurotypical,48,102.0,0.32,
ipd,0,neurotypical,49,102.0,0.36,
ipd,0,neurotypical,50,105.0,0.34,
ipd,0,neurotypical,51,103.0,0.36,
ipd,0,neurotypical,52,105.0,0.34,
ipd,0,neurotypical,53,104.0,0.34,
ipd,0,neurotypical,54,106.0,0.36,
ipd,0,neurotypical,55,101.0,0.34,
ipd,0,neurotypical,56,105.0,0.34,
ipd,0,neurotypical,57,105.0,0.34,
ipd,0,neurotypical,58,103.0,0.36,
ipd,0,neurotypical,59,106.0,0.36,
ipd,0,neurotypical,60,118.0,0.46,
ipd,0,neurotypical,61,127.0,0.5,
ipd,0,neurotypical,62,127.0,0.5,
ipd,0,neurotypical,63,125.0,0.5,
ipd,0,neurotypical,64,125.0,0.5,
ipd,0,neurotypical,65,127.0,0.5,
ipd,0,neurotypical,66,121.0,0.48,
ipd,0,neurotypical,67,124.0,0.5,
ipd,0,neurotypical,68,122.0,0.48,
ipd,0,neurotypical,69,127.0,0.5,
ipd,0,neurotypical,70,126.0,0.48,
ipd,0,neurotypical,71,128.0,0.5,
ipd,0,neurotypical,72,128.0,0.5,
ipd,0,neurotypical,73,126.0,0.5,
ipd,0,neurotypical,74,126.0,0.54,
ipd,0,neurotypical,75,127.0,0.5,
ipd,0,neurotypical,76,125.0,0.48,
ipd,0,neurotypical,77,121.0,0.46,
ipd,0,neurotypical,78,125.0,0.52,
ipd,0,neurotypical,79,122.0,0.46,
ipd,0,neurotypical,80,122.0,0.48,
ipd,0,neurotypical,81,124.0,0.5,
ipd,0,neurotypical,82,122.0,0.48,
ipd,0,neurotypical,83,125.0,0.5,
ipd,0,neurotypical,84,123.0,0.5,
ipd,0,neurotypical,85,128.0,0.5,
ipd,0,neurotypical,86,122.0,0.46,
ipd,0,neurotypical,87,124.0,0.52,
ipd,0,neurotypical,88,126.0,0.5,
ipd,0,neurotypical,89,124.0,0.5,
ipd,0,neurotypical,90,124.0,0.5,
ipd,0,neurotypical,91,116.0,0.44,
ipd,0,neurotypical,92,124.0,0.5,
ipd,0,neurotypical,93,125.0,0.48,
ipd,0,neurotypical,94,122.0,0.48,
ipd,0,neurotypical,95,122.0,0.46,
ipd,0,neurotypical,96,125.0,0.5,
ipd,0,neurotypical,97,125.0,0.5,
ipd,0,neurotypical,98,125.0,0.48,
ipd,0,neurotypical,99,122.0,0.48,
ipd,0,neurotypical,100,129.0,0.52,
ipd,0,neurotypical,101,122.0,0.48,
ipd,0,neurotypical,102,126.0,0.52,
ipd,0,neurotypical,103,124.0,0.5,
ipd,0,neurotypical,104,126.0,0.48,
ipd,0,neurotypical,105,124.0,0.5,
ipd,0,neurotypical,106,126.0,0.48,
ipd,0,neurotypical,107,122.0,0.48,
ipd,0,neurotypical,108,126.0,0.52,
ipd,0,neurotypical,109,123.0,0.46,
ipd,0,neurotypical,110,125.0,0.48,
ipd,0,neurotypical,111,123.0,0.5,
ipd,0,neurotypical,112,127.0,0.5,
ipd,0,neurotypical,113,125.0,0.5,
ipd,0,neurotypical,114,126.0,0.48,
ipd,0,neurotypical,115,127.0,0.5,
ipd,0,neurotypical,116,125.0,0.48,
ipd,0,neurotypical,117,126.0,0.48,
ipd,0,neurotypical,118,119.0,0.46,
ipd,0,neurotypical,119,124.0,0.5,
ipd,0,neurotypical,120,127.0,0.5,
ipd,0,neurotypical,121,134.0,0.64,
ipd,0,neurotypical,122,131.0,0.64,
ipd,0,neurotypical,123,132.0,0.66,
ipd,0,neurotypical,124,133.0,0.66,
ipd,0,neurotypical,125,131.0,0.64,
ipd,0,neurotypical,126,131.0,0.66,
ipd,0,neurotypical,127,132.0,0.66,
ipd,0,neurotypical,128,133.0,0.66,
ipd,0,neurotypical,129,130.0,0.64,
ipd,0,neurotypical,130,135.0,0.64,
ipd,0,neurotypical,131,134.0,0.64,
ipd,0,neurotypical,132,134.0,0.64,
ipd,0,neurotypical,133,134.0,0.64,
ipd,0,neurotypical,134,134.0,0.64,
ipd,0,neurotypical,135,133.0,0.66,
ipd,0,neurotypical,136,133.0,0.66,
ipd,0,neurotypical,137,134.0,0.64,
ipd,0,neurotypical,138,132.0,0.62,
ipd,0,neurotypical,139,133.0,0.66,
ipd,0,neurotypical,140,133.0,0.66,
ipd,0,neurotypical,141,134.0,0.68,
ipd,0,neurotypical,142,133.0,0.64,
ipd,0,neurotypical,143,131.0,0.64,
ipd,0,neurotypical,144,132.0,0.66,
ipd,0,neurotypical,145,135.0,0.66,
ipd,0,neurotypical,146,132.0,0.64,
ipd,0,neurotypical,147,134.0,0.64,
ipd,0,neurotypical,148,133.0,0.66,
ipd,0,neurotypical,149,133.0,0.66,
ipd,0,neurotypical,150,133.0,0.66,
ipd,0,neurotypical,151,133.0,0.66,
ipd,0,neurotypical,152,131.0,0.64,
ipd,0,neurotypical,153,132.0,0.66,
ipd,0,neurotypical,154,132.0,0.62,
ipd,0,neurotypical,155,134.0,0.68,
ipd,0,neurotypical,156,132.0,0.62,
ipd,0,neurotypical,157,130.0,0.64,
ipd,0,neurotypical,158,132.0,0.66,
ipd,0,neurotypical,159,133.0,0.66,
ipd,0,neurotypical,160,132.0,0.66,
ipd,0,neurotypical,161,132.0,0.66,
ipd,0,neurotypical,162,132.0,0.66,
ipd,0,neurotypical,163,133.0,0.66,
ipd,0,neurotypical,164,133.0,0.62,
ipd,0,neurotypical,165,133.0,0.66,
ipd,0,neurotypical,166,134.0,0.68,
ipd,0,neurotypical,167,133.0,0.62,
ipd,0,neurotypical,168,133.0,0.66,
ipd,0,neurotypical,169,133.0,0.66,
ipd,0,neurotypical,170,133.0,0.66,
ipd,0,neurotypical,171,130.0,0.6,
ipd,0,neurotypical,172,125.0,0.6,
ipd,0,neurotypical,173,133.0,0.66,
ipd,0,neurotypical,174,132.0,0.66,
ipd,0,neurotypical,175,133.0,0.66,
ipd,0,neurotypical,176,133.0,0.66,
ipd,0,neurotypical,177,132.0,0.62,
ipd,0,neurotypical,178,133.0,0.66,
ipd,0,neurotypical,179,131.0,0.64,
ipd,0,neurotypical,180,131.0,0.64,
ipd,0,neurotypical,181,134.0,0.64,
ipd,0,neurotypical,182,132.0,0.62,
ipd,0,neurotypical,183,136.0,0.74,
ipd,0,neurotypical,184,146.0,0.92,
ipd,0,neurotypical,185,147.0,0.94,
ipd,0,neurotypical,186,148.0,0.96,
ipd,0,neurotypical,187,147.0,0.94,
ipd,0,neurotypical,188,146.0,0.92,
ipd,0,neurotypical,189,149.0,0.92,
ipd,0,neurotypical,190,145.0,0.9,
ipd,0,neurotypical,191,145.0,0.92,
ipd,0,neurotypical,192,145.0,0.92,
ipd,0,neurotypical,193,145.0,0.9,
ipd,0,neurotypical,194,148.0,0.96,
ipd,0,neurotypical,195,142.0,0.88,
ipd,0,neurotypical,196,147.0,0.94,
ipd,0,neurotypical,197,147.0,0.94,
ipd,0,neurotypical,198,149.0,0.98,
ipd,0,neurotypical,199,148.0,0.96,
delay_discounting,0,neurotypical,0,415.5400000000002,,0.96
delay_discounting,0,neurotypical,1,382.6712500000001,,0.86
delay_discounting,0,neurotypical,2,389.2450000000002,,0.88
delay_discounting,0,neurotypical,3,395.81875000000014,,0.9
delay_discounting,0,neurotypical,4,402.39250000000015,,0.92
delay_discounting,0,neurotypical,5,422.1137500000002,,0.98
delay_discounting,0,neurotypical,6,415.5400000000002,,0.96
delay_discounting,0,neurotypical,7,408.9662500000002,,0.94
delay_discounting,0,neurotypical,8,402.39250000000015,,0.92
delay_discounting,0,neurotypical,9,422.1137500000002,,0.98
delay_discounting,0,neurotypical,10,402.39250000000015,,0.92
delay_discounting,0,neurotypical,11,395.8187500000002,,0.9
delay_discounting,0,neurotypical,12,428.6875000000002,,1.0
delay_discounting,0,neurotypical,13,408.9662500000002,,0.94
delay_discounting,0,neurotypical,14,408.9662500000002,,0.94
delay_discounting,0,neurotypical,15,408.9662500000002,,0.94
delay_discounting,0,neurotypical,16,402.39250000000015,,0.92
delay_discounting,0,neurotypical,17,402.39250000000015,,0.92
delay_discounting,0,neurotypical,18,408.9662500000002,,0.94
delay_discounting,0,neurotypical,19,402.39250000000015,,0.92
delay_discounting,0,neurotypical,20,422.1137500000002,,0.98
delay_discounting,0,neurotypical,21,408.9662500000002,,0.94
delay_discounting,0,neurotypical,22,408.9662500000002,,0.94
delay_discounting,0,neurotypical,23,408.9662500000002,,0.94
delay_discounting,0,neurotypical,24,408.9662500000002,,0.94
delay_discounting,0,neurotypical,25,428.6875000000002,,1.0
delay_discounting,0,neurotypical,26,382.67125000000016,,0.86
delay_discounting,0,neurotypical,27,422.1137500000002,,0.98
delay_discounting,0,neurotypical,28,422.1137500000002,,0.98
delay_discounting,0,neurotypical,29,428.6875000000002,,1.0
delay_discounting,0,neurotypical,30,408.9662500000002,,0.94
delay_discounting,0,neurotypical,31,415.5400000000002,,0.96
delay_discounting,0,neurotypical,32,395.81875000000014,,0.9
delay_discounting,0,neurotypical,33,408.9662500000002,,0.94
delay_discounting,0,neurotypical,34,415.5400000000002,,0.96
delay_discounting,0,neurotypical,35,415.5400000000002,,0.96
delay_discounting,0,neurotypical,36,422.1137500000002,,0.98
delay_discounting,0,neurotypical,37,422.1137500000002,,0.98
delay_discounting,0,neurotypical,38,422.1137500000002,,0.98
delay_discounting,0,neurotypical,39,415.5400000000002,,0.96
delay_discounting,0,neurotypical,40,408.9662500000002,,0.94
delay_discounting,0,neurotypical,41,415.5400000000002,,0.96
delay_discounting,0,neurotypical,42,408.9662500000002,,0.94
delay_discounting,0,neurotypical,43,422.1137500000002,,0.98
delay_discounting,0,neurotypical,44,415.5400000000002,,0.96
delay_discounting,0,neurotypical,45,415.5400000000002,,0.96
delay_discounting,0,neurotypical,46,422.1137500000002,,0.98
delay_discounting,0,neurotypical,47,415.5400000000002,,0.96
delay_discounting,0,neurotypical,48,422.1137500000002,,0.98
delay_discounting,0,neurotypical,49,402.39250000000015,,0.92
delay_discounting,0,neurotypical,50,408.9662500000002,,0.94
delay_discounting,0,neurotypical,51,408.9662500000002,,0.94
delay_discounting,0,neurotypical,52,408.9662500000002,,0.94
delay_discounting,0,neurotypical,53,402.39250000000015,,0.92
delay_discounting,0,neurotypical,54,395.8187500000002,,0.9
delay_discounting,0,neurotypical,55,415.5400000000002,,0.96
delay_discounting,0,neurotypical,56,415.5400000000002,,0.96
delay_discounting,0,neurotypical,57,408.9662500000002,,0.94
delay_discounting,0,neurotypical,58,395.81875000000014,,0.9
delay_discounting,0,neurotypical,59,402.39250000000015,,0.92
delay_discounting,0,neurotypical,60,408.9662500000002,,0.94
delay_discounting,0,neurotypical,61,415.5400000000002,,0.96
delay_discounting,0,neurotypical,62,408.9662500000002,,0.94
delay_discounting,0,neurotypical,63,408.9662500000002,,0.94
delay_discounting,0,neurotypical,64,422.1137500000002,,0.98
delay_discounting,0,neurotypical,65,402.39250000000015,,0.92
delay_discounting,0,neurotypical,66,422.1137500000002,,0.98
delay_discounting,0,neurotypical,67,408.9662500000002,,0.94
delay_discounting,0,neurotypical,68,408.9662500000002,,0.94
delay_discounting,0,neurotypical,69,402.39250000000015,,0.92
delay_discounting,0,neurotypical,70,428.6875000000002,,1.0
delay_discounting,0,neurotypical,71,422.1137500000002,,0.98
delay_discounting,0,neurotypical,72,395.8187500000002,,0.9
delay_discounting,0,neurotypical,73,402.39250000000015,,0.92
delay_discounting,0,neurotypical,74,389.2450000000001,,0.88
delay_discounting,0,neurotypical,75,415.5400000000002,,0.96
delay_discounting,0,neurotypical,76,415.5400000000002,,0.96
delay_discounting,0,neurotypical,77,395.81875000000014,,0.9
delay_discounting,0,neurotypical,78,402.39250000000015,,0.92
delay_discounting,0,neurotypical,79,402.39250000000015,,0.92
delay_discounting,0,neurotypical,80,428.6875000000002,,1.0
delay_discounting,0,neurotypical,81,415.5400000000002,,0.96
delay_discounting,0,neurotypical,82,422.1137500000002,,0.98
delay_discounting,0,neurotypical,83,389.2450000000001,,0.88
delay_discounting,0,neurotypical,84,402.39250000000015,,0.92
delay_discounting,0,neurotypical,85,415.5400000000002,,0.96
delay_discounting,0,neurotypical,86,415.5400000000002,,0.96
delay_discounting,0,neurotypical,87,382.6712500000001,,0.86
delay_discounting,0,neurotypical,88,382.6712500000001,,0.86
delay_discounting,0,neurotypical,89,415.5400000000002,,0.96
delay_discounting,0,neurotypical,90,422.1137500000002,,0.98
delay_discounting,0,neurotypical,91,415.5400000000002,,0.96
delay_discounting,0,neurotypical,92,402.39250000000015,,0.92
delay_discounting,0,neurotypical,93,408.9662500000002,,0.94
delay_discounting,0,neurotypical,94,428.6875000000002,,1.0
delay_discounting,0,neurotypical,95,402.39250000000015,,0.92
delay_discounting,0,neurotypical,96,422.1137500000002,,0.98
delay_discounting,0,neurotypical,97,415.5400000000002,,0.96
delay_discounting,0,neurotypical,98,408.9662500000002,,0.94
delay_discounting,0,neurotypical,99,428.6875000000002,,1.0
delay_discounting,0,neurotypical,100,408.9662500000002,,0.94
delay_discounting,0,neurotypical,101,415.5400000000002,,0.96
delay_discounting,0,neurotypical,102,415.5400000000002,,0.96
delay_discounting,0,neurotypical,103,415.5400000000002,,0.96
delay_discounting,0,neurotypical,104,428.6875000000002,,1.0
delay_discounting,0,neurotypical,105,408.9662500000002,,0.94
delay_discounting,0,neurotypical,106,428.6875000000002,,1.0
delay_discounting,0,neurotypical,107,415.5400000000002,,0.96
delay_discounting,0,neurotypical,108,415.5400000000002,,0.96
delay_discounting,0,neurotypical,109,408.9662500000002,,0.94
delay_discounting,0,neurotypical,110,395.81875000000014,,0.9
delay_discounting,0,neurotypical,111,415.5400000000002,,0.96
delay_discounting,0,neurotypical,112,408.9662500000002,,0.94
delay_discounting,0,neurotypical,113,415.5400000000002,,0.96
delay_discounting,0,neurotypical,114,428.6875000000002,,1.0
delay_discounting,0,neurotypical,115,408.9662500000002,,0.94
delay_discounting,0,neurotypical,116,415.5400000000002,,0.96
delay_discounting,0,neurotypical,117,428.6875000000002,,1.0
delay_discounting,0,neurotypical,118,408.9662500000002,,0.94
delay_discounting,0,neurotypical,119,415.5400000000002,,0.96
delay_discounting,0,neurotypical,120,415.5400000000002,,0.96
delay_discounting,0,neurotypical,121,402.39250000000015,,0.92
delay_discounting,0,neurotypical,122,415.5400000000002,,0.96
delay_discounting,0,neurotypical,123,408.9662500000002,,0.94
delay_discounting,0,neurotypical,124,415.5400000000002,,0.96
delay_discounting,0,neurotypical,125,408.9662500000002,,0.94
delay_discounting,0,neurotypical,126,395.81875000000014,,0.9
delay_discounting,0,neurotypical,127,408.9662500000002,,0.94
delay_discounting,0,neurotypical,128,415.5400000000002,,0.96
delay_discounting,0,neurotypical,129,408.9662500000002,,0.94
delay_discounting,0,neurotypical,130,402.39250000000015,,0.92
delay_discounting,0,neurotypical,131,415.5400000000002,,0.96
delay_discounting,0,neurotypical,132,408.9662500000002,,0.94
delay_discounting,0,neurotypical,133,415.5400000000002,,0.96
delay_discounting,0,neurotypical,134,389.2450000000002,,0.88
delay_discounting,0,neurotypical,135,415.5400000000002,,0.96
delay_discounting,0,neurotypical,136,422.1137500000002,,0.98
delay_discounting,0,neurotypical,137,402.39250000000015,,0.92
delay_discounting,0,neurotypical,138,402.39250000000015,,0.92
delay_discounting,0,neurotypical,139,428.6875000000002,,1.0
delay_discounting,0,neurotypical,140,422.1137500000002,,0.98
delay_discounting,0,neurotypical,141,402.39250000000015,,0.92
delay_discounting,0,neurotypical,142,402.3925000000002,,0.92
delay_discounting,0,neurotypical,143,415.5400000000002,,0.96
delay_discounting,0,neurotypical,144,408.9662500000002,,0.94
delay_discounting,0,neurotypical,145,382.67125000000016,,0.86
delay_discounting,0,neurotypical,146,408.9662500000002,,0.94
delay_discounting,0,neurotypical,147,402.39250000000015,,0.92
delay_discounting,0,neurotypical,148,422.1137500000002,,0.98
delay_discounting,0,neurotypical,149,422.1137500000002,,0.98
delay_discounting,0,neurotypical,150,422.1137500000002,,0.98
delay_discounting,0,neurotypical,151,408.9662500000002,,0.94
delay_discounting,0,neurotypical,152,422.1137500000002,,0.98
delay_discounting,0,neurotypical,153,415.5400000000002,,0.96
delay_discounting,0,neurotypical,154,428.6875000000002,,1.0
delay_discounting,0,neurotypical,155,389.2450000000001,,0.88
delay_discounting,0,neurotypical,156,415.5400000000002,,0.96
delay_discounting,0,neurotypical,157,415.5400000000002,,0.96
delay_discounting,0,neurotypical,158,402.39250000000015,,0.92
delay_discounting,0,neurotypical,159,415.5400000000002,,0.96
delay_discounting,0,neurotypical,160,422.1137500000002,,0.98
delay_discounting,0,neurotypical,161,389.2450000000002,,0.88
delay_discounting,0,neurotypical,162,408.9662500000002,,0.94
delay_discounting,0,neurotypical,163,395.81875000000014,,0.9
delay_discounting,0,neurotypical,164,428.6875000000002,,1.0
delay_discounting,0,neurotypical,165,422.1137500000002,,0.98
delay_discounting,0,neurotypical,166,402.39250000000015,,0.92
delay_discounting,0,neurotypical,167,422.1137500000002,,0.98
delay_discounting,0,neurotypical,168,415.5400000000002,,0.96
delay_discounting,0,neurotypical,169,415.5400000000002,,0.96
delay_discounting,0,neurotypical,170,415.5400000000002,,0.96
delay_discounting,0,neurotypical,171,422.1137500000002,,0.98
delay_discounting,0,neurotypical,172,415.5400000000002,,0.96
delay_discounting,0,neurotypical,173,415.5400000000002,,0.96
delay_discounting,0,neurotypical,174,402.39250000000015,,0.92
delay_discounting,0,neurotypical,175,422.1137500000002,,0.98
delay_discounting,0,neurotypical,176,422.1137500000002,,0.98
delay_discounting,0,neurotypical,177,428.6875000000002,,1.0
delay_discounting,0,neurotypical,178,422.1137500000002,,0.98
delay_discounting,0,neurotypical,179,422.1137500000002,,0.98
delay_discounting,0,neurotypical,180,422.1137500000002,,0.98
delay_discounting,0,neurotypical,181,422.1137500000002,,0.98
delay_discounting,0,neurotypical,182,415.5400000000002,,0.96
delay_discounting,0,neurotypical,183,395.81875000000014,,0.9
delay_discounting,0,neurotypical,184,415.5400000000002,,0.96
delay_discounting,0,neurotypical,185,415.5400000000002,,0.96
delay_discounting,0,neurotypical,186,402.39250000000015,,0.92
delay_discounting,0,neurotypical,187,402.39250000000015,,0.92
delay_discounting,0,neurotypical,188,408.9662500000002,,0.94
delay_discounting,0,neurotypical,189,415.5400000000002,,0.96
delay_discounting,0,neurotypical,190,422.1137500000002,,0.98
delay_discounting,0,neurotypical,191,415.5400000000002,,0.96
delay_discounting,0,neurotypical,192,422.1137500000002,,0.98
delay_discounting,0,neurotypical,193,422.1137500000002,,0.98
delay_discounting,0,neurotypical,194,402.39250000000015,,0.92
delay_discounting,0,neurotypical,195,415.5400000000002,,0.96
delay_discounting,0,neurotypical,196,408.9662500000002,,0.94
delay_discounting,0,neurotypical,197,402.39250000000015,,0.92
delay_discounting,0,neurotypical,198,415.5400000000002,,0.96
delay_discounting,0,neurotypical,199,415.5400000000002,,0.96
ipd,0,adhd_hyperactive,0,65.0,0.1,
ipd,0,adhd_hyperactive,1,85.0,0.22,
ipd,0,adhd_hyperactive,2,78.0,0.16,
ipd,0,adhd_hyperactive,3,90.0,0.24,
ipd,0,adhd_hyperactive,4,109.0,0.4,
ipd,0,adhd_hyperactive,5,103.0,0.34,
ipd,0,adhd_hyperactive,6,105.0,0.36,
ipd,0,adhd_hyperactive,7,109.0,0.4,
ipd,0,adhd_hyperactive,8,105.0,0.36,
ipd,0,adhd_hyperactive,9,116.0,0.42,
ipd,0,adhd_hyperactive,10,124.0,0.52,
ipd,0,adhd_hyperactive,11,123.0,0.5,
ipd,0,adhd_hyperactive,12,125.0,0.54,
ipd,0,adhd_hyperactive,13,123.0,0.48,
ipd,0,adhd_hyperactive,14,126.0,0.52,
ipd,0,adhd_hyperactive,15,124.0,0.52,
ipd,0,adhd_hyperactive,16,117.0,0.46,
ipd,0,adhd_hyperactive,17,126.0,0.5,
ipd,0,adhd_hyperactive,18,122.0,0.52,
ipd,0,adhd_hyperactive,19,122.0,0.5,
ipd,0,adhd_hyperactive,20,125.0,0.5,
ipd,0,adhd_hyperactive,21,127.0,0.52,
ipd,0,adhd_hyperactive,22,125.0,0.52,
ipd,0,adhd_hyperactive,23,122.0,0.52,
ipd,0,adhd_hyperactive,24,129.0,0.54,
ipd,0,adhd_hyperactive,25,124.0,0.52,
ipd,0,adhd_hyperactive,26,119.0,0.44,
ipd,0,adhd_hyperactive,27,123.0,0.48,
ipd,0,adhd_hyperactive,28,126.0,0.52,
ipd,0,adhd_hyperactive,29,123.0,0.48,
ipd,0,adhd_hyperactive,30,121.0,0.48,
ipd,0,adhd_hyperactive,31,122.0,0.5,
ipd,0,adhd_hyperactive,32,122.0,0.5,
ipd,0,adhd_hyperactive,33,121.0,0.48,
ipd,0,adhd_hyperactive,34,123.0,0.52,
ipd,0,adhd_hyperactive,35,125.0,0.48,
ipd,0,adhd_hyperactive,36,122.0,0.48,
ipd,0,adhd_hyperactive,37,125.0,0.48,
ipd,0,adhd_hyperactive,38,124.0,0.5,
ipd,0,adhd_hyperactive,39,125.0,0.5,
ipd,0,adhd_hyperactive,40,120.0,0.46,
ipd,0,adhd_hyperactive,41,130.0,0.56,
ipd,0,adhd_hyperactive,42,124.0,0.48,
ipd,0,adhd_hyperactive,43,126.0,0.48,
ipd,0,adhd_hyperactive,44,125.0,0.5,
ipd,0,adhd_hyperactive,45,121.0,0.46,
ipd,0,adhd_hyperactive,46,121.0,0.5,
ipd,0,adhd_hyperactive,47,124.0,0.5,
ipd,0,adhd_hyperactive,48,124.0,0.54,
ipd,0,adhd_hyperactive,49,121.0,0.48,
ipd,0,adhd_hyperactive,50,128.0,0.54,
ipd,0,adhd_hyperactive,51,123.0,0.54,
ipd,0,adhd_hyperactive,52,127.0,0.5,
ipd,0,adhd_hyperactive,53,122.0,0.5,
ipd,0,adhd_hyperactive,54,125.0,0.52,
ipd,0,adhd_hyperactive,55,125.0,0.52,
ipd,0,adhd_hyperactive,56,122.0,0.48,
ipd,0,adhd_hyperactive,57,124.0,0.5,
ipd,0,adhd_hyperactive,58,125.0,0.48,
ipd,0,adhd_hyperactive,59,121.0,0.48,
ipd,0,adhd_hyperactive,60,124.0,0.48,
ipd,0,adhd_hyperactive,61,119.0,0.5,
ipd,0,adhd_hyperactive,62,125.0,0.5,
ipd,0,adhd_hyperactive,63,128.0,0.54,
ipd,0,adhd_hyperactive,64,128.0,0.52,
ipd,0,adhd_hyperactive,65,124.0,0.52,
ipd,0,adhd_hyperactive,66,124.0,0.54,
ipd,0,adhd_hyperactive,67,123.0,0.52,
ipd,0,adhd_hyperactive,68,114.0,0.44,
ipd,0,adhd_hyperactive,69,125.0,0.52,
ipd,0,adhd_hyperactive,70,124.0,0.54,
ipd,0,adhd_hyperactive,71,120.0,0.46,
ipd,0,adhd_hyperactive,72,121.0,0.5,
ipd,0,adhd_hyperactive,73,123.0,0.5,
ipd,0,adhd_hyperactive,74,125.0,0.5,
ipd,0,adhd_hyperactive,75,124.0,0.48,
ipd,0,adhd_hyperactive,76,121.0,0.5,
ipd,0,adhd_hyperactive,77,122.0,0.48,
ipd,0,adhd_hyperactive,78,128.0,0.54,
ipd,0,adhd_hyperactive,79,128.0,0.52,
ipd,0,adhd_hyperactive,80,126.0,0.56,
ipd,0,adhd_hyperactive,81,123.0,0.54,
ipd,0,adhd_hyperactive,82,126.0,0.52,
ipd,0,adhd_hyperactive,83,118.0,0.46,
ipd,0,adhd_hyperactive,84,125.0,0.5,
ipd,0,adhd_hyperactive,85,128.0,0.52,
ipd,0,adhd_hyperactive,86,122.0,0.46,
ipd,0,adhd_hyperactive,87,123.0,0.5,
ipd,0,adhd_hyperactive,88,120.0,0.5,
ipd,0,adhd_hyperactive,89,123.0,0.52,
ipd,0,adhd_hyperactive,90,121.0,0.46,
ipd,0,adhd_hyperactive,91,128.0,0.52,
ipd,0,adhd_hyperactive,92,122.0,0.5,
ipd,0,adhd_hyperactive,93,123.0,0.5,
ipd,0,adhd_hyperactive,94,117.0,0.46,
ipd,0,adhd_hyperactive,95,125.0,0.5,
ipd,0,adhd_hyperactive,96,126.0,0.52,
ipd,0,adhd_hyperactive,97,126.0,0.5,
ipd,0,adhd_hyperactive,98,121.0,0.5,
ipd,0,adhd_hyperactive,99,123.0,0.5,
ipd,0,adhd_hyperactive,100,123.0,0.5,
ipd,0,adhd_hyperactive,101,121.0,0.46,
ipd,0,adhd_hyperactive,102,121.0,0.48,
ipd,0,adhd_hyperactive,103,125.0,0.5,
ipd,0,adhd_hyperactive,104,126.0,0.52,
ipd,0,adhd_hyperactive,105,125.0,0.48,
ipd,0,adhd_hyperactive,106,123.0,0.52,
ipd,0,adhd_hyperactive,107,122.0,0.5,
ipd,0,adhd_hyperactive,108,121.0,0.5,
ipd,0,adhd_hyperactive,109,127.0,0.5,
ipd,0,adhd_hyperactive,110,120.0,0.48,
ipd,0,adhd_hyperactive,111,122.0,0.46,
ipd,0,adhd_hyperactive,112,124.0,0.52,
ipd,0,adhd_hyperactive,113,121.0,0.5,
ipd,0,adhd_hyperactive,114,116.0,0.46,
ipd,0,adhd_hyperactive,115,122.0,0.5,
ipd,0,adhd_hyperactive,116,122.0,0.46,
ipd,0,adhd_hyperactive,117,125.0,0.52,
ipd,0,adhd_hyperactive,118,120.0,0.44,
ipd,0,adhd_hyperactive,119,121.0,0.52,
ipd,0,adhd_hyperactive,120,117.0,0.46,
ipd,0,adhd_hyperactive,121,118.0,0.48,
ipd,0,adhd_hyperactive,122,119.0,0.44,
ipd,0,adhd_hyperactive,123,120.0,0.46,
